Ortholog group	Gene name	Organism name	Ortholog gene name	Ortholog organism name	Relationship
460_454_1911	BdiBd21-3.2G0633000	BdistachyonBd21-3_v1.1	Sobic.003G292200	Sbicolor_v3.1.1	one-to-one
460_454_2818	BdiBd21-3.2G0633500	BdistachyonBd21-3_v1.1	Sobic.003G292400	Sbicolor_v3.1.1	one-to-one
460_454_8856	BdiBd21-3.2G0633600	BdistachyonBd21-3_v1.1	Sobic.003G292500	Sbicolor_v3.1.1	one-to-one
460_454_15569	BdiBd21-3.2G0633700	BdistachyonBd21-3_v1.1	Sobic.003G292600	Sbicolor_v3.1.1	one-to-one
460_454_1056	BdiBd21-3.2G0633800	BdistachyonBd21-3_v1.1	Sobic.003G292700	Sbicolor_v3.1.1	one-to-one
460_454_12377	BdiBd21-3.2G0635300	BdistachyonBd21-3_v1.1	Sobic.003G293900	Sbicolor_v3.1.1	one-to-one
460_454_10254	BdiBd21-3.2G0634400	BdistachyonBd21-3_v1.1	Sobic.003G293100	Sbicolor_v3.1.1	one-to-one
460_454_1772	BdiBd21-3.2G0634600	BdistachyonBd21-3_v1.1	Sobic.003G293300	Sbicolor_v3.1.1	one-to-one
460_454_16207	BdiBd21-3.2G0634800	BdistachyonBd21-3_v1.1	Sobic.004G344500	Sbicolor_v3.1.1	one-to-one
460_454_3304	BdiBd21-3.2G0635000	BdistachyonBd21-3_v1.1	Sobic.003G293600	Sbicolor_v3.1.1	one-to-one
460_454_7163	BdiBd21-3.2G0635200	BdistachyonBd21-3_v1.1	Sobic.003G293800	Sbicolor_v3.1.1	one-to-one
460_454_7214	BdiBd21-3.2G0635600	BdistachyonBd21-3_v1.1	Sobic.003G294100	Sbicolor_v3.1.1	one-to-one
460_454_10783	BdiBd21-3.2G0635800	BdistachyonBd21-3_v1.1	Sobic.003G294300	Sbicolor_v3.1.1	one-to-one
460_454_1049	BdiBd21-3.2G0636100	BdistachyonBd21-3_v1.1	Sobic.003G294500	Sbicolor_v3.1.1	one-to-one
460_454_5606	BdiBd21-3.2G0636200	BdistachyonBd21-3_v1.1	Sobic.003G294600	Sbicolor_v3.1.1	one-to-one
460_454_10124	BdiBd21-3.2G0636500	BdistachyonBd21-3_v1.1	Sobic.003G294900	Sbicolor_v3.1.1	one-to-one
460_454_7640	BdiBd21-3.2G0636700	BdistachyonBd21-3_v1.1	Sobic.003G295100	Sbicolor_v3.1.1	one-to-one
460_454_5228	BdiBd21-3.2G0636800	BdistachyonBd21-3_v1.1	Sobic.003G295200	Sbicolor_v3.1.1	one-to-one
460_454_3572	BdiBd21-3.2G0637100	BdistachyonBd21-3_v1.1	Sobic.003G295400	Sbicolor_v3.1.1	one-to-one
460_454_4447	BdiBd21-3.2G0637200	BdistachyonBd21-3_v1.1	Sobic.003G295500	Sbicolor_v3.1.1	many-to-one
460_454_4447	BdiBd21-3.2G0637300	BdistachyonBd21-3_v1.1	Sobic.003G295500	Sbicolor_v3.1.1	many-to-one
460_454_5372	BdiBd21-3.2G0637500	BdistachyonBd21-3_v1.1	Sobic.003G295700	Sbicolor_v3.1.1	one-to-one
460_454_11947	BdiBd21-3.2G0637600	BdistachyonBd21-3_v1.1	Sobic.003G295800	Sbicolor_v3.1.1	one-to-one
460_454_7383	BdiBd21-3.2G0637700	BdistachyonBd21-3_v1.1	Sobic.003G295900	Sbicolor_v3.1.1	one-to-one
460_454_778	BdiBd21-3.2G0637800	BdistachyonBd21-3_v1.1	Sobic.003G296000	Sbicolor_v3.1.1	one-to-one
460_454_6331	BdiBd21-3.2G0638100	BdistachyonBd21-3_v1.1	Sobic.003G296200	Sbicolor_v3.1.1	one-to-one
460_454_12519	BdiBd21-3.2G0638200	BdistachyonBd21-3_v1.1	Sobic.009G198700	Sbicolor_v3.1.1	one-to-one
460_454_12427	BdiBd21-3.2G0638300	BdistachyonBd21-3_v1.1	Sobic.003G296300	Sbicolor_v3.1.1	one-to-one
460_454_428	BdiBd21-3.2G0638500	BdistachyonBd21-3_v1.1	Sobic.003G296400	Sbicolor_v3.1.1	one-to-one
460_454_12463	BdiBd21-3.2G0638700	BdistachyonBd21-3_v1.1	Sobic.003G296600	Sbicolor_v3.1.1	one-to-one
460_454_4022	BdiBd21-3.2G0638800	BdistachyonBd21-3_v1.1	Sobic.003G296700	Sbicolor_v3.1.1	one-to-one
460_454_8052	BdiBd21-3.2G0639100	BdistachyonBd21-3_v1.1	Sobic.003G296900	Sbicolor_v3.1.1	one-to-one
460_454_17851	BdiBd21-3.2G0639200	BdistachyonBd21-3_v1.1	Sobic.003G297100	Sbicolor_v3.1.1	one-to-one
460_454_6747	BdiBd21-3.2G0639300	BdistachyonBd21-3_v1.1	Sobic.003G297200	Sbicolor_v3.1.1	one-to-one
460_454_12003	BdiBd21-3.2G0639500	BdistachyonBd21-3_v1.1	Sobic.003G297300	Sbicolor_v3.1.1	one-to-one
460_454_7162	BdiBd21-3.2G0639600	BdistachyonBd21-3_v1.1	Sobic.003G297400	Sbicolor_v3.1.1	one-to-one
460_454_14391	BdiBd21-3.2G0639800	BdistachyonBd21-3_v1.1	Sobic.003G297500	Sbicolor_v3.1.1	one-to-one
460_454_6381	BdiBd21-3.2G0640000	BdistachyonBd21-3_v1.1	Sobic.003G297700	Sbicolor_v3.1.1	one-to-one
460_454_1981	BdiBd21-3.2G0640100	BdistachyonBd21-3_v1.1	Sobic.003G297800	Sbicolor_v3.1.1	one-to-one
460_454_14461	BdiBd21-3.2G0640300	BdistachyonBd21-3_v1.1	Sobic.003G297900	Sbicolor_v3.1.1	one-to-one
460_454_7845	BdiBd21-3.2G0640500	BdistachyonBd21-3_v1.1	Sobic.003G298200	Sbicolor_v3.1.1	one-to-one
460_454_15363	BdiBd21-3.2G0640600	BdistachyonBd21-3_v1.1	Sobic.003G298300	Sbicolor_v3.1.1	one-to-one
460_454_12676	BdiBd21-3.2G0640700	BdistachyonBd21-3_v1.1	Sobic.003G298400	Sbicolor_v3.1.1	one-to-one
460_454_4101	BdiBd21-3.2G0641000	BdistachyonBd21-3_v1.1	Sobic.003G298600	Sbicolor_v3.1.1	one-to-one
460_454_17438	BdiBd21-3.2G0641200	BdistachyonBd21-3_v1.1	Sobic.003G298800	Sbicolor_v3.1.1	many-to-one
460_454_17438	BdiBd21-3.2G0641400	BdistachyonBd21-3_v1.1	Sobic.003G298800	Sbicolor_v3.1.1	many-to-one
460_454_71	BdiBd21-3.2G0641600	BdistachyonBd21-3_v1.1	Sobic.003G298900	Sbicolor_v3.1.1	one-to-one
460_454_3562	BdiBd21-3.2G0642200	BdistachyonBd21-3_v1.1	Sobic.003G299200	Sbicolor_v3.1.1	one-to-one
460_454_18293	BdiBd21-3.2G0642300	BdistachyonBd21-3_v1.1	Sobic.003G299300	Sbicolor_v3.1.1	one-to-one
460_454_6288	BdiBd21-3.2G0642400	BdistachyonBd21-3_v1.1	Sobic.003G299500	Sbicolor_v3.1.1	one-to-one
460_454_15641	BdiBd21-3.2G0642800	BdistachyonBd21-3_v1.1	Sobic.003G300000	Sbicolor_v3.1.1	one-to-one
460_454_12954	BdiBd21-3.2G0642900	BdistachyonBd21-3_v1.1	Sobic.003G300100	Sbicolor_v3.1.1	one-to-one
460_454_11798	BdiBd21-3.2G0643100	BdistachyonBd21-3_v1.1	Sobic.003G300300	Sbicolor_v3.1.1	one-to-one
460_454_6882	BdiBd21-3.2G0643200	BdistachyonBd21-3_v1.1	Sobic.003G300400	Sbicolor_v3.1.1	one-to-one
460_454_4770	BdiBd21-3.2G0643300	BdistachyonBd21-3_v1.1	Sobic.003G300600	Sbicolor_v3.1.1	one-to-one
460_454_9662	BdiBd21-3.2G0643500	BdistachyonBd21-3_v1.1	Sobic.003G300800	Sbicolor_v3.1.1	one-to-one
460_454_6843	BdiBd21-3.2G0643600	BdistachyonBd21-3_v1.1	Sobic.003G300900	Sbicolor_v3.1.1	one-to-one
460_454_13783	BdiBd21-3.2G0643700	BdistachyonBd21-3_v1.1	Sobic.003G301000	Sbicolor_v3.1.1	one-to-one
460_454_10060	BdiBd21-3.2G0644100	BdistachyonBd21-3_v1.1	Sobic.003G301200	Sbicolor_v3.1.1	one-to-one
460_454_11162	BdiBd21-3.2G0644200	BdistachyonBd21-3_v1.1	Sobic.003G301300	Sbicolor_v3.1.1	one-to-one
460_454_3322	BdiBd21-3.2G0644300	BdistachyonBd21-3_v1.1	Sobic.003G301400	Sbicolor_v3.1.1	one-to-one
460_454_9878	BdiBd21-3.2G0644400	BdistachyonBd21-3_v1.1	Sobic.003G301500	Sbicolor_v3.1.1	one-to-one
460_454_5346	BdiBd21-3.2G0644800	BdistachyonBd21-3_v1.1	Sobic.003G301900	Sbicolor_v3.1.1	many-to-many
460_454_5346	BdiBd21-3.2G0644800	BdistachyonBd21-3_v1.1	Sobic.003G073800	Sbicolor_v3.1.1	many-to-many
460_454_14586	BdiBd21-3.2G0645100	BdistachyonBd21-3_v1.1	Sobic.003G302000	Sbicolor_v3.1.1	one-to-one
460_454_5502	BdiBd21-3.2G0645400	BdistachyonBd21-3_v1.1	Sobic.003G302100	Sbicolor_v3.1.1	one-to-one
460_454_5065	BdiBd21-3.2G0645800	BdistachyonBd21-3_v1.1	Sobic.003G302800	Sbicolor_v3.1.1	one-to-one
460_454_8066	BdiBd21-3.2G0645900	BdistachyonBd21-3_v1.1	Sobic.003G302900	Sbicolor_v3.1.1	one-to-one
460_454_3222	BdiBd21-3.2G0646000	BdistachyonBd21-3_v1.1	Sobic.003G303000	Sbicolor_v3.1.1	one-to-one
460_454_12300	BdiBd21-3.2G0646200	BdistachyonBd21-3_v1.1	Sobic.004G085800	Sbicolor_v3.1.1	one-to-many
460_454_12300	BdiBd21-3.2G0646200	BdistachyonBd21-3_v1.1	Sobic.004G187200	Sbicolor_v3.1.1	one-to-many
460_454_6308	BdiBd21-3.2G0646300	BdistachyonBd21-3_v1.1	Sobic.003G303200	Sbicolor_v3.1.1	one-to-one
460_454_8180	BdiBd21-3.2G0646500	BdistachyonBd21-3_v1.1	Sobic.003G303500	Sbicolor_v3.1.1	one-to-one
460_454_14392	BdiBd21-3.2G0646800	BdistachyonBd21-3_v1.1	Sobic.003G303600	Sbicolor_v3.1.1	one-to-one
460_454_4831	BdiBd21-3.2G0647100	BdistachyonBd21-3_v1.1	Sobic.003G303800	Sbicolor_v3.1.1	one-to-one
460_454_3467	BdiBd21-3.2G0647200	BdistachyonBd21-3_v1.1	Sobic.007G006800	Sbicolor_v3.1.1	one-to-one
460_454_3412	BdiBd21-3.2G0647300	BdistachyonBd21-3_v1.1	Sobic.003G303900	Sbicolor_v3.1.1	one-to-one
460_454_4795	BdiBd21-3.2G0647400	BdistachyonBd21-3_v1.1	Sobic.003G304000	Sbicolor_v3.1.1	one-to-one
460_454_4899	BdiBd21-3.2G0647500	BdistachyonBd21-3_v1.1	Sobic.003G304100	Sbicolor_v3.1.1	one-to-one
460_454_618	BdiBd21-3.2G0647700	BdistachyonBd21-3_v1.1	Sobic.004G146300	Sbicolor_v3.1.1	one-to-one
460_454_1454	BdiBd21-3.2G0647900	BdistachyonBd21-3_v1.1	Sobic.003G304200	Sbicolor_v3.1.1	one-to-one
460_454_10059	BdiBd21-3.2G0648100	BdistachyonBd21-3_v1.1	Sobic.003G304400	Sbicolor_v3.1.1	one-to-one
460_454_13367	BdiBd21-3.2G0648600	BdistachyonBd21-3_v1.1	Sobic.003G304700	Sbicolor_v3.1.1	one-to-one
460_454_12397	BdiBd21-3.2G0648700	BdistachyonBd21-3_v1.1	Sobic.003G304800	Sbicolor_v3.1.1	one-to-one
460_454_14203	BdiBd21-3.2G0648800	BdistachyonBd21-3_v1.1	Sobic.003G305000	Sbicolor_v3.1.1	one-to-one
460_454_15990	BdiBd21-3.2G0648900	BdistachyonBd21-3_v1.1	Sobic.003G305100	Sbicolor_v3.1.1	one-to-one
460_454_3681	BdiBd21-3.2G0649200	BdistachyonBd21-3_v1.1	Sobic.003G305400	Sbicolor_v3.1.1	one-to-one
460_454_12819	BdiBd21-3.2G0649500	BdistachyonBd21-3_v1.1	Sobic.003G305700	Sbicolor_v3.1.1	one-to-one
460_454_7514	BdiBd21-3.2G0649600	BdistachyonBd21-3_v1.1	Sobic.003G305900	Sbicolor_v3.1.1	one-to-one
460_454_11010	BdiBd21-3.2G0649900	BdistachyonBd21-3_v1.1	Sobic.003G306100	Sbicolor_v3.1.1	one-to-one
460_454_9627	BdiBd21-3.2G0650000	BdistachyonBd21-3_v1.1	Sobic.003G306200	Sbicolor_v3.1.1	one-to-one
460_454_9302	BdiBd21-3.2G0650100	BdistachyonBd21-3_v1.1	Sobic.003G306300	Sbicolor_v3.1.1	one-to-one
460_454_14851	BdiBd21-3.2G0650200	BdistachyonBd21-3_v1.1	Sobic.003G306400	Sbicolor_v3.1.1	one-to-one
460_454_2755	BdiBd21-3.2G0650300	BdistachyonBd21-3_v1.1	Sobic.003G306500	Sbicolor_v3.1.1	one-to-one
460_454_4677	BdiBd21-3.2G0650400	BdistachyonBd21-3_v1.1	Sobic.003G306700	Sbicolor_v3.1.1	one-to-one
460_454_12632	BdiBd21-3.2G0650600	BdistachyonBd21-3_v1.1	Sobic.003G306900	Sbicolor_v3.1.1	one-to-one
460_454_11771	BdiBd21-3.2G0651000	BdistachyonBd21-3_v1.1	Sobic.003G307200	Sbicolor_v3.1.1	one-to-one
460_454_7178	BdiBd21-3.2G0651200	BdistachyonBd21-3_v1.1	Sobic.003G307600	Sbicolor_v3.1.1	one-to-one
460_454_10645	BdiBd21-3.2G0651500	BdistachyonBd21-3_v1.1	Sobic.003G307900	Sbicolor_v3.1.1	one-to-one
460_454_18442	BdiBd21-3.2G0651600	BdistachyonBd21-3_v1.1	Sobic.002G328550	Sbicolor_v3.1.1	one-to-one
460_454_2011	BdiBd21-3.2G0652000	BdistachyonBd21-3_v1.1	Sobic.003G308100	Sbicolor_v3.1.1	one-to-one
460_454_5055	BdiBd21-3.2G0652200	BdistachyonBd21-3_v1.1	Sobic.003G376400	Sbicolor_v3.1.1	one-to-one
460_454_1724	BdiBd21-3.2G0652300	BdistachyonBd21-3_v1.1	Sobic.003G308200	Sbicolor_v3.1.1	one-to-one
460_454_4554	BdiBd21-3.2G0652400	BdistachyonBd21-3_v1.1	Sobic.003G308300	Sbicolor_v3.1.1	one-to-one
460_454_6885	BdiBd21-3.2G0652500	BdistachyonBd21-3_v1.1	Sobic.003G308400	Sbicolor_v3.1.1	one-to-one
460_454_392	BdiBd21-3.2G0652600	BdistachyonBd21-3_v1.1	Sobic.003G308500	Sbicolor_v3.1.1	one-to-one
460_454_3669	BdiBd21-3.2G0652800	BdistachyonBd21-3_v1.1	Sobic.003G308700	Sbicolor_v3.1.1	one-to-one
460_454_10891	BdiBd21-3.2G0653000	BdistachyonBd21-3_v1.1	Sobic.003G308800	Sbicolor_v3.1.1	one-to-one
460_454_10321	BdiBd21-3.2G0653100	BdistachyonBd21-3_v1.1	Sobic.003G308900	Sbicolor_v3.1.1	one-to-one
460_454_1603	BdiBd21-3.2G0653200	BdistachyonBd21-3_v1.1	Sobic.003G309050	Sbicolor_v3.1.1	one-to-one
460_454_1503	BdiBd21-3.2G0653400	BdistachyonBd21-3_v1.1	Sobic.003G309200	Sbicolor_v3.1.1	one-to-one
460_454_7584	BdiBd21-3.2G0653700	BdistachyonBd21-3_v1.1	Sobic.003G309300	Sbicolor_v3.1.1	one-to-one
460_454_4975	BdiBd21-3.2G0653800	BdistachyonBd21-3_v1.1	Sobic.003G309700	Sbicolor_v3.1.1	many-to-one
460_454_1114	BdiBd21-3.2G0654100	BdistachyonBd21-3_v1.1	Sobic.003G309400	Sbicolor_v3.1.1	one-to-one
460_454_4295	BdiBd21-3.2G0654300	BdistachyonBd21-3_v1.1	Sobic.003G309500	Sbicolor_v3.1.1	one-to-one
460_454_5676	BdiBd21-3.2G0654400	BdistachyonBd21-3_v1.1	Sobic.003G309600	Sbicolor_v3.1.1	one-to-one
460_454_4975	BdiBd21-3.2G0654700	BdistachyonBd21-3_v1.1	Sobic.003G309700	Sbicolor_v3.1.1	many-to-one
460_454_9213	BdiBd21-3.2G0654900	BdistachyonBd21-3_v1.1	Sobic.003G309900	Sbicolor_v3.1.1	one-to-many
460_454_9213	BdiBd21-3.2G0654900	BdistachyonBd21-3_v1.1	Sobic.003G225000	Sbicolor_v3.1.1	one-to-many
460_454_9213	BdiBd21-3.2G0654900	BdistachyonBd21-3_v1.1	Sobic.008G042000	Sbicolor_v3.1.1	one-to-many
460_454_11659	BdiBd21-3.2G0655200	BdistachyonBd21-3_v1.1	Sobic.003G310100	Sbicolor_v3.1.1	one-to-one
460_454_13890	BdiBd21-3.2G0655400	BdistachyonBd21-3_v1.1	Sobic.003G310500	Sbicolor_v3.1.1	one-to-one
460_454_12842	BdiBd21-3.2G0655600	BdistachyonBd21-3_v1.1	Sobic.003G310600	Sbicolor_v3.1.1	one-to-one
460_454_697	BdiBd21-3.2G0655900	BdistachyonBd21-3_v1.1	Sobic.003G310900	Sbicolor_v3.1.1	one-to-one
460_454_2108	BdiBd21-3.2G0656400	BdistachyonBd21-3_v1.1	Sobic.003G311600	Sbicolor_v3.1.1	one-to-one
460_454_17128	BdiBd21-3.2G0656500	BdistachyonBd21-3_v1.1	Sobic.003G245101	Sbicolor_v3.1.1	one-to-one
460_454_14559	BdiBd21-3.2G0656600	BdistachyonBd21-3_v1.1	Sobic.003G311500	Sbicolor_v3.1.1	one-to-one
460_454_9707	BdiBd21-3.2G0656800	BdistachyonBd21-3_v1.1	Sobic.003G311000	Sbicolor_v3.1.1	one-to-one
460_454_11660	BdiBd21-3.2G0657100	BdistachyonBd21-3_v1.1	Sobic.003G311700	Sbicolor_v3.1.1	one-to-one
460_454_1463	BdiBd21-3.2G0657300	BdistachyonBd21-3_v1.1	Sobic.003G311900	Sbicolor_v3.1.1	one-to-one
460_454_124	BdiBd21-3.2G0657400	BdistachyonBd21-3_v1.1	Sobic.003G312100	Sbicolor_v3.1.1	one-to-one
460_454_11484	BdiBd21-3.2G0657700	BdistachyonBd21-3_v1.1	Sobic.003G312300	Sbicolor_v3.1.1	one-to-one
460_454_3390	BdiBd21-3.2G0657800	BdistachyonBd21-3_v1.1	Sobic.002G386900	Sbicolor_v3.1.1	one-to-one
460_454_1560	BdiBd21-3.2G0657900	BdistachyonBd21-3_v1.1	Sobic.003G312400	Sbicolor_v3.1.1	one-to-one
460_454_5189	BdiBd21-3.2G0658200	BdistachyonBd21-3_v1.1	Sobic.003G312500	Sbicolor_v3.1.1	one-to-one
460_454_12177	BdiBd21-3.2G0658400	BdistachyonBd21-3_v1.1	Sobic.003G312600	Sbicolor_v3.1.1	one-to-one
460_454_2438	BdiBd21-3.2G0658700	BdistachyonBd21-3_v1.1	Sobic.003G312700	Sbicolor_v3.1.1	one-to-one
460_454_5536	BdiBd21-3.2G0658900	BdistachyonBd21-3_v1.1	Sobic.003G313200	Sbicolor_v3.1.1	one-to-one
460_454_3316	BdiBd21-3.2G0659000	BdistachyonBd21-3_v1.1	Sobic.003G313300	Sbicolor_v3.1.1	one-to-one
460_454_3085	BdiBd21-3.2G0659100	BdistachyonBd21-3_v1.1	Sobic.003G313400	Sbicolor_v3.1.1	one-to-one
460_454_1091	BdiBd21-3.2G0659200	BdistachyonBd21-3_v1.1	Sobic.003G313500	Sbicolor_v3.1.1	one-to-one
460_454_4100	BdiBd21-3.2G0659300	BdistachyonBd21-3_v1.1	Sobic.003G313800	Sbicolor_v3.1.1	one-to-one
460_454_12303	BdiBd21-3.2G0659500	BdistachyonBd21-3_v1.1	Sobic.003G314100	Sbicolor_v3.1.1	one-to-one
460_454_7074	BdiBd21-3.2G0659600	BdistachyonBd21-3_v1.1	Sobic.003G314200	Sbicolor_v3.1.1	one-to-one
460_454_6868	BdiBd21-3.2G0659800	BdistachyonBd21-3_v1.1	Sobic.007G089300	Sbicolor_v3.1.1	one-to-one
460_454_4945	BdiBd21-3.2G0659900	BdistachyonBd21-3_v1.1	Sobic.003G314300	Sbicolor_v3.1.1	one-to-one
460_454_11534	BdiBd21-3.2G0660000	BdistachyonBd21-3_v1.1	Sobic.003G146500	Sbicolor_v3.1.1	one-to-one
460_454_4058	BdiBd21-3.2G0660300	BdistachyonBd21-3_v1.1	Sobic.003G314400	Sbicolor_v3.1.1	one-to-one
460_454_15681	BdiBd21-3.2G0660400	BdistachyonBd21-3_v1.1	Sobic.003G314500	Sbicolor_v3.1.1	one-to-one
460_454_538	BdiBd21-3.2G0660500	BdistachyonBd21-3_v1.1	Sobic.003G314700	Sbicolor_v3.1.1	one-to-one
460_454_4782	BdiBd21-3.2G0660600	BdistachyonBd21-3_v1.1	Sobic.003G314800	Sbicolor_v3.1.1	one-to-one
460_454_2546	BdiBd21-3.2G0660700	BdistachyonBd21-3_v1.1	Sobic.003G314900	Sbicolor_v3.1.1	one-to-one
460_454_16186	BdiBd21-3.2G0660800	BdistachyonBd21-3_v1.1	Sobic.003G315000	Sbicolor_v3.1.1	one-to-one
460_454_534	BdiBd21-3.2G0660900	BdistachyonBd21-3_v1.1	Sobic.003G315166	Sbicolor_v3.1.1	one-to-one
460_454_7999	BdiBd21-3.2G0661000	BdistachyonBd21-3_v1.1	Sobic.003G315332	Sbicolor_v3.1.1	one-to-one
460_454_17555	BdiBd21-3.2G0661100	BdistachyonBd21-3_v1.1	Sobic.003G315500	Sbicolor_v3.1.1	one-to-one
460_454_12004	BdiBd21-3.2G0661200	BdistachyonBd21-3_v1.1	Sobic.003G315600	Sbicolor_v3.1.1	one-to-one
460_454_6348	BdiBd21-3.2G0661600	BdistachyonBd21-3_v1.1	Sobic.003G316200	Sbicolor_v3.1.1	one-to-many
460_454_6348	BdiBd21-3.2G0661600	BdistachyonBd21-3_v1.1	Sobic.005G177700	Sbicolor_v3.1.1	one-to-many
460_454_8778	BdiBd21-3.3G0142200	BdistachyonBd21-3_v1.1	Sobic.006G026250	Sbicolor_v3.1.1	many-to-one
460_454_702	BdiBd21-3.2G0661800	BdistachyonBd21-3_v1.1	Sobic.003G316300	Sbicolor_v3.1.1	one-to-one
460_454_2433	BdiBd21-3.2G0662000	BdistachyonBd21-3_v1.1	Sobic.003G316400	Sbicolor_v3.1.1	one-to-one
460_454_679	BdiBd21-3.2G0662100	BdistachyonBd21-3_v1.1	Sobic.003G316500	Sbicolor_v3.1.1	one-to-one
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.002G163000	Sbicolor_v3.1.1	many-to-many
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.005G012900	Sbicolor_v3.1.1	many-to-many
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.010G016000	Sbicolor_v3.1.1	many-to-many
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.010G160800	Sbicolor_v3.1.1	many-to-many
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.004G043400	Sbicolor_v3.1.1	many-to-many
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.004G055901	Sbicolor_v3.1.1	many-to-many
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.010G044100	Sbicolor_v3.1.1	many-to-many
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.003G176800	Sbicolor_v3.1.1	many-to-many
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.008G015400	Sbicolor_v3.1.1	many-to-many
460_454_16380	BdiBd21-3.2G0662300	BdistachyonBd21-3_v1.1	Sobic.009G023050	Sbicolor_v3.1.1	many-to-many
460_454_1655	BdiBd21-3.2G0662600	BdistachyonBd21-3_v1.1	Sobic.003G316700	Sbicolor_v3.1.1	one-to-one
460_454_9629	BdiBd21-3.2G0662700	BdistachyonBd21-3_v1.1	Sobic.003G316850	Sbicolor_v3.1.1	one-to-one
460_454_3825	BdiBd21-3.2G0662800	BdistachyonBd21-3_v1.1	Sobic.003G317000	Sbicolor_v3.1.1	one-to-one
460_454_12565	BdiBd21-3.2G0662900	BdistachyonBd21-3_v1.1	Sobic.003G317100	Sbicolor_v3.1.1	one-to-one
460_454_13648	BdiBd21-3.2G0663000	BdistachyonBd21-3_v1.1	Sobic.003G317200	Sbicolor_v3.1.1	one-to-one
460_454_723	BdiBd21-3.2G0663100	BdistachyonBd21-3_v1.1	Sobic.003G317300	Sbicolor_v3.1.1	one-to-one
460_454_6561	BdiBd21-3.2G0663200	BdistachyonBd21-3_v1.1	Sobic.003G317400	Sbicolor_v3.1.1	one-to-one
460_454_2854	BdiBd21-3.2G0663300	BdistachyonBd21-3_v1.1	Sobic.003G317600	Sbicolor_v3.1.1	one-to-one
460_454_2741	BdiBd21-3.2G0663400	BdistachyonBd21-3_v1.1	Sobic.003G317700	Sbicolor_v3.1.1	one-to-one
460_454_1971	BdiBd21-3.2G0663500	BdistachyonBd21-3_v1.1	Sobic.003G319500	Sbicolor_v3.1.1	many-to-one
460_454_2386	BdiBd21-3.2G0663700	BdistachyonBd21-3_v1.1	Sobic.003G318300	Sbicolor_v3.1.1	one-to-one
460_454_4362	BdiBd21-3.2G0663800	BdistachyonBd21-3_v1.1	Sobic.003G318700	Sbicolor_v3.1.1	one-to-one
460_454_7100	BdiBd21-3.2G0663900	BdistachyonBd21-3_v1.1	Sobic.003G318900	Sbicolor_v3.1.1	one-to-one
460_454_11769	BdiBd21-3.2G0664000	BdistachyonBd21-3_v1.1	Sobic.003G319000	Sbicolor_v3.1.1	one-to-one
460_454_14763	BdiBd21-3.2G0664200	BdistachyonBd21-3_v1.1	Sobic.007G212800	Sbicolor_v3.1.1	one-to-many
460_454_14763	BdiBd21-3.2G0664200	BdistachyonBd21-3_v1.1	Sobic.003G319100	Sbicolor_v3.1.1	one-to-many
460_454_2377	BdiBd21-3.2G0664400	BdistachyonBd21-3_v1.1	Sobic.003G319300	Sbicolor_v3.1.1	one-to-one
460_454_1971	BdiBd21-3.2G0664600	BdistachyonBd21-3_v1.1	Sobic.003G319500	Sbicolor_v3.1.1	many-to-one
460_454_1971	BdiBd21-3.2G0664700	BdistachyonBd21-3_v1.1	Sobic.003G319500	Sbicolor_v3.1.1	many-to-one
460_454_8843	BdiBd21-3.2G0664800	BdistachyonBd21-3_v1.1	Sobic.007G212500	Sbicolor_v3.1.1	one-to-one
460_454_1361	BdiBd21-3.2G0664900	BdistachyonBd21-3_v1.1	Sobic.003G319600	Sbicolor_v3.1.1	one-to-one
460_454_12446	BdiBd21-3.2G0665000	BdistachyonBd21-3_v1.1	Sobic.003G319700	Sbicolor_v3.1.1	one-to-one
460_454_11749	BdiBd21-3.2G0665100	BdistachyonBd21-3_v1.1	Sobic.003G319800	Sbicolor_v3.1.1	one-to-one
460_454_2601	BdiBd21-3.2G0665200	BdistachyonBd21-3_v1.1	Sobic.003G319900	Sbicolor_v3.1.1	one-to-one
460_454_10337	BdiBd21-3.2G0665700	BdistachyonBd21-3_v1.1	Sobic.001G448500	Sbicolor_v3.1.1	many-to-many
460_454_10337	BdiBd21-3.2G0665700	BdistachyonBd21-3_v1.1	Sobic.003G320200	Sbicolor_v3.1.1	many-to-many
460_454_6494	BdiBd21-3.2G0665900	BdistachyonBd21-3_v1.1	Sobic.003G320300	Sbicolor_v3.1.1	one-to-one
460_454_8111	BdiBd21-3.2G0666100	BdistachyonBd21-3_v1.1	Sobic.003G320600	Sbicolor_v3.1.1	one-to-one
460_454_1449	BdiBd21-3.2G0666200	BdistachyonBd21-3_v1.1	Sobic.003G320700	Sbicolor_v3.1.1	one-to-one
